CALLID,adaptedasr_trans,adapted_person,adapted_location,adapted_time,transcript,ner_person,ner_location,ner_time
ru01M-RE8a55961ed320886b49971d94c213cb06_A_015099_030868,"you does he live in <unk> too do you want to sleep at my girl we are smoking bong here and the crew is really fine pedro is here skater <unk> from school who brought super chicks <unk> greets you i will definitely stay there until twelve 
",['pedro'],[],['twelve'],dude does he live in manina too? do you want to sleep at my girl? we are smoking bong here and the crew is really fine. pedro is here skater igos from school who brought super chicks. igos greets you. i will definitely stay there until twelve.,"['pedro', 'igos', 'igos']",['manina'],['twelve']
ru01M-RE8a55961ed320886b49971d94c213cb06_A_033869_034735,"okay 
",[],[],[],okay.,[],[],[]
ru01M-RE90eb1150a74a11df2aca7019f87df6c8_B_000000_000795,"yeah 
",[],[],[],yeah?,[],[],[]
ru01M-RE90eb1150a74a11df2aca7019f87df6c8_B_014184_018958,"it will be better at two so that i can handle felix as well 
",['felix'],[],[],it will be better at two so that i can handle felix as well.,['felix'],[],['at two']
ru01M-RE90eb1150a74a11df2aca7019f87df6c8_B_019396_022758,"i will have time to stop at school to pick up five 
",[],[],[],will you have time to stop at school to pick up five?,[],[],[]
ru01M-RE90eb1150a74a11df2aca7019f87df6c8_B_024628_029283,"i'm okay 
",[],[],[],i'm okay.,[],[],[]
ru01M-REbb7953e4e46737c1c46fa9bde97c2c47_B_000000_000471,"yes 
",[],[],[],yes?,[],[],[]
ru01M-REbb7953e4e46737c1c46fa9bde97c2c47_B_003677_005435,"i've already gone home 
",[],[],[],i've already gone home.,[],[],[]
ru01M-REbb7953e4e46737c1c46fa9bde97c2c47_B_009411_015753,"i'm going to <unk> but i'm not alone he leaves and gives me weed i was next to <unk> two minutes ago 
",[],[],['two minutes ago'],i'm going to kaserak but i'm not alone. he leaves and gives me weed. i was next to hlavák. two minutes ago.,[],"['kaserak', 'hlavák']",['two minutes ago']
ru01M-REd7a05e52911355d387ffc2e40f7ee4a7_A_001616_007053,"there are lot of people a lot of bags they told me to wait give her bags and we will see 
",[],[],[],there are a lot of people. a lot of bags. they told me to wait. give her bags and we will see.,[],[],[]
ru01M-REd7a05e52911355d387ffc2e40f7ee4a7_A_010786_011751,"i know 
",[],[],[],i know.,[],[],[]
ru01M-REd7a05e52911355d387ffc2e40f7ee4a7_A_014908_016123,"i know 
",[],[],[],i know.,[],[],[]
ru01M-REf1097d1ff654a560b387e94ff5bc361f_A_001729_003495,"what did you need 
",[],[],[],what did you need?,[],[],[]
ru01M-REf1097d1ff654a560b387e94ff5bc361f_A_017620_024475,"that's great we finally had to go home because we didn't catch the bus i can <unk> half a gram for you 
",[],[],[],that's great. we finally had to go home because we didn't catch the bus. i can freebase half a gram for you.,[],[],[]
ru01M-REf1097d1ff654a560b387e94ff5bc361f_A_031830_034743,"i see 
",[],[],[],i see.,[],[],[]
ru01M-REf1097d1ff654a560b387e94ff5bc361f_A_038121_041185,"it's hard there are lots of them 
",[],[],[],it's hard. there are lots of them.,[],[],[]
ru01M-REf1097d1ff654a560b387e94ff5bc361f_A_044514_047675,"i'll leave it at the main station as usual 
",[],[],[],i'll leave it at the main station as usual.,[],['main station'],[]
ru01M-REf1097d1ff654a560b387e94ff5bc361f_A_060438_062650,"okay okay 
",[],[],[],okey-dokey.,[],[],[]
cs05M-CHR3_2621426_B_015394_016505,"hello 
",[],[],[],hello?,[],[],[]
cs05M-CHR3_2621426_B_019790_021635,"hello 
",[],[],[],yeah. hello.,[],[],[]
cs05M-CHR3_2621426_B_068860_070775,"i see 
",[],[],[],i see .,[],[],[]
cs05M-CHR3_2621426_B_075410_086465,"i see johan you speak about this kind of system meat she's not really working well so do we have some data which we could use for for this calibration 
",['johan'],[],[],i see johan. you speak about this kind of system which is not really working well. so do we have some data which we could use for for this calibration?,['johan'],[],[]
cs05M-CHR3_2621426_B_106890_107445,"yeah 
",[],[],[],yeah.,[],[],[]
cs05M-CHR3_2621426_B_120770_121275,"
",[],[],[],all right.,[],[],[]
cs05M-CHR3_2621426_B_126707_136125,"okay yeah i can i can actually try to look at that and so yeah maybe next weekend this is okay 
",[],[],[],that's that's okay. yeah. so i can i can actually try to look at that and yeah maybe next week we can deal with this if it is okay.,[],[],['next week']
cs05M-CHR3_2621426_B_141720_142305,"alright 
",[],[],[],all right.,[],[],[]
cs05M-CHR3_2621426_B_145440_147285,"okay yeah sounds good to me 
",[],[],[],okay. yeah. sounds good to me.,[],[],[]
cs05M-CHR3_2621426_B_150760_152265,"see you bye 
",[],[],[],see you. bye.,[],[],[]
cs05M-RE2bac9755c7c7c0f8199e5ffca5b61a41_B_001190_001765,"hello 
",[],[],[],hello.,[],[],[]
cs05M-RE2bac9755c7c7c0f8199e5ffca5b61a41_B_005460_008455,"hey hey <unk> yeah i'm fine thanks and you 
",[],[],[],hey hey saeed yeah i'm fine thanks and you.,['saeed'],[],[]
cs05M-RE2bac9755c7c7c0f8199e5ffca5b61a41_B_039420_040005,"okay 
",[],[],[],okay.,[],[],[]
cs05M-RE2bac9755c7c7c0f8199e5ffca5b61a41_B_065960_067265,"yeah that's fine 
",[],[],[],yeah that's fine.,[],[],[]
cs05M-RE2bac9755c7c7c0f8199e5ffca5b61a41_B_078420_084085,"okay by the way do you remember yesterday on that meeting was there also <unk> or not 
",[],[],[],okay by the way do you remember yesterday on that meeting was there also christoph or not.,['christoph'],[],['yesterday']
cs05M-RE2bac9755c7c7c0f8199e5ffca5b61a41_B_087990_089215,"remember him 
",[],[],[],do you remember him.,[],[],[]
cs05M-RE2bac9755c7c7c0f8199e5ffca5b61a41_B_093720_098065,"actually i got a cell phone from him so i thought that you may know about it 
",[],[],[],actually i got a cellphone from him so i thought that you may know about that.,[],[],[]
cs05M-RE2bac9755c7c7c0f8199e5ffca5b61a41_B_104160_121663,"okay well i need to ask actually someone else what exactly how should i use it actually okay so the meeting was fine yesterday i think we have pretty good conversation so what is the next 
",[],[],['yesterday'],okay well i need to ask actually someone else what exactly how should i use it actually okay so the meeting was fine yesterday i think we have pretty good conversation so what is the next.,[],[],['yesterday']
cs05M-RE2bac9755c7c7c0f8199e5ffca5b61a41_B_130630_131585,"sounds good to me 
",[],[],[],sounds good to me.,[],[],[]
cs05M-RE2bac9755c7c7c0f8199e5ffca5b61a41_B_132530_145814,"so we can discuss it later and maybe we can also invite others for that meeting so we are more and we can actually get better idea about how they deal actually with this issue 
",[],[],[],so we can discuss it later. and maybe we can also invite others for that meeting so we are more and we can actually get better idea about how they deal actually with this issue.,[],[],[]
cs05M-RE2bac9755c7c7c0f8199e5ffca5b61a41_B_148810_153855,"yeah okay great so we'll talk to later again yeah bye 
",[],[],[],yeah okay great so we'll talk to you later again yeah bye.,[],[],[]
cs05M-RE2bac9755c7c7c0f8199e5ffca5b61a41_B_156820_157925,"see you bye bye 
",[],[],[],see you bye bye.,[],[],[]
cs05M-RE807848e4857cbb49e1bee5c4a61fce53_B_001710_002325,"hello 
",[],[],[],hello.,[],[],[]
cs05M-RE807848e4857cbb49e1bee5c4a61fce53_B_005730_007145,"hi how's it going 
",[],[],[],hey mael. how is it going.,['mael'],[],[]
cs05M-RE807848e4857cbb49e1bee5c4a61fce53_B_009910_011235,"yeah i'm fine thanks 
",[],[],[],yeah i'm fine thanks.,[],[],[]
cs05M-RE807848e4857cbb49e1bee5c4a61fce53_B_026370_030645,"is it a generally which dates exactly 
",[],[],[],is it a generally which dates exactly.,[],[],[]
cs05M-RE807848e4857cbb49e1bee5c4a61fce53_B_035980_037575,"so okay 
",[],[],[],so okay.,[],[],[]
cs05M-RE807848e4857cbb49e1bee5c4a61fce53_B_038330_039435,"five days and 
",[],[],['five days'],five days and.,[],[],['five days']
cs05M-RE807848e4857cbb49e1bee5c4a61fce53_B_040310_047915,"yeah it might be actually working for me yeah so are you planning to be there for the walk on france or only just some of the dates 
",[],['france'],[],yeah it might be actually working for me yeah so are you planning to be there for the walk on france or only just some of the dates.,[],['france'],[]
cs05M-RE807848e4857cbb49e1bee5c4a61fce53_B_063030_063675,"okay 
",[],[],[],okay.,[],[],[]
cs05M-RE807848e4857cbb49e1bee5c4a61fce53_B_064370_070775,"yeah i think i have some friends in paris so it might be a good time also to meet them and i could actually 
",[],['paris'],[],yeah in fact i have some friends in paris so it might be a good time also to meet them. and i could actually.,[],['paris'],[]
cs05M-RE807848e4857cbb49e1bee5c4a61fce53_B_071460_077565,"visit them and just go to conference at the same time yeah that's a good idea actually 
",[],[],[],visit them and just go to conference at the same time yeah that's a good good idea actually.,[],[],[]
cs05M-RE807848e4857cbb49e1bee5c4a61fce53_B_078240_083425,"so maybe you could share with me some details or emails 
",[],[],[],so maybe you could share with me some details or emails.,[],[],[]
cs05M-RE807848e4857cbb49e1bee5c4a61fce53_B_100865_113655,"right sounds good so let me talk also to my family and i'll try to find an answer from them where i'm free for all five days but it's good plan so yeah you can count with me 
",[],[],['all five days'],right sounds good so let me talk also to my family and i'll try to find an answer from them where i'm free for all five days. but it's good plan so you can count with me.,[],[],['five days']
cs05M-RE807848e4857cbb49e1bee5c4a61fce53_B_120760_121755,"yeah 
",[],[],[],yeah,[],[],[]
cs05M-RE807848e4857cbb49e1bee5c4a61fce53_B_121175_123580,"<unk> 
",[],[],[],yeah yeah great.,[],[],[]
cs05M-RE807848e4857cbb49e1bee5c4a61fce53_B_125750_129115,"then yeah thanks thanks for call 
",[],[],[],then yeah thanks thanks for call.,[],[],[]
cs05M-RE807848e4857cbb49e1bee5c4a61fce53_B_130580_132355,"bye see you later bye bye 
",[],[],[],bye see you later bye bye.,[],[],[]
cs05M-RE8964f56f6700669369e3a87b100617c8_A_003960_005525,"hey <unk> this is <unk> speaking 
",[],[],[],hey saeed this is petr.,"['saeed', 'petr']",[],[]
cs05M-RE8964f56f6700669369e3a87b100617c8_A_008320_012875,"yeah i'm fine where are you actually are you still at work or are you already at home 
",[],[],[],yeah i am fine where are you actually are you still at work or are you already at home.,[],[],[]
cs05M-RE8964f56f6700669369e3a87b100617c8_A_026180_034925,"okay okay i see so when how do we deal with that when do we meet actually because i have some stuff for you actually i should pass it to 
",[],[],[],okay okay i see so when how do we deal with that when do we meet actually because i have some stuff for you actually i should pass it to you.,[],[],[]
cs05M-RE8964f56f6700669369e3a87b100617c8_A_044310_050795,"yeah maybe i can pass tomorrow to see you and can i can leave it with you directly 
",[],[],['tomorrow'],yeah maybe i can pass tomorrow to see you and can i can leave it with you directly.,[],[],['tomorrow']
cs05M-RE8964f56f6700669369e3a87b100617c8_A_061510_062085,"okay 
",[],[],[],okay.,[],[],[]
cs05M-RE8964f56f6700669369e3a87b100617c8_A_087500_092135,"so you need to download the data data from from where from the office or 
",[],[],[],so you need to download the data data from from where from the office or.,[],[],[]
cs05M-RE8964f56f6700669369e3a87b100617c8_A_111270_112925,"i see i see 
",[],[],[],i see i see.,[],[],[]
cs05M-RE8964f56f6700669369e3a87b100617c8_A_158440_159725,"yeah yeah i see 
",[],[],[],yeah yeah i see.,[],[],[]
cs05M-RE8964f56f6700669369e3a87b100617c8_A_164460_172625,"yeah it's sometimes difficult it's not as simple to do it over yeah as fifty be probably not possible 
",[],[],[],yeah it's sometimes difficult it's not as simple to do it over yeah as a typi it's probably not possible.,[],[],[]
cs05M-RE8964f56f6700669369e3a87b100617c8_A_173300_179015,"well i usually try to open some of the <unk> but that's not also working because that's not always working for me 
",[],[],[],well i usually try to open up some of the browsers but that's not also working because that's not always working for me.,[],[],[]
cs05M-RE8964f56f6700669369e3a87b100617c8_A_179730_180765,"yeah i know 
",[],[],[],yeah i know.,[],[],[]
cs05M-RE8964f56f6700669369e3a87b100617c8_A_181956_186695,"probably the best is just for you to come to the open and do it yeah 
",[],[],[],probably the best is just for you to come to the open and do it.,[],[],[]
cs05M-RE8964f56f6700669369e3a87b100617c8_A_188390_190855,"the less annoying thing yeah 
",[],[],[],the less annoying thing yeah.,[],[],[]
cs05M-RE8964f56f6700669369e3a87b100617c8_A_208420_209365,"yeah yeah 
",[],[],[],yeah yeah.,[],[],[]
cs05M-RE8964f56f6700669369e3a87b100617c8_A_212290_213045,"okay 
",[],[],[],okay.,[],[],[]
cs05M-RE8964f56f6700669369e3a87b100617c8_A_217000_222405,"okay so we can meet we can meet here then tomorrow that would be the best 
",[],[],['tomorrow'],okay so we can meet we can meet here then tomorrow that would be the best.,[],[],['tomorrow']
cs05M-RE8964f56f6700669369e3a87b100617c8_A_223680_224345,"okay 
",[],[],[],okay then.,[],[],[]
cs05M-RE8964f56f6700669369e3a87b100617c8_A_225030_226885,"<unk> 
",[],[],[],okay see you tommorow yeah.,[],[],['tommorow']
cs05M-RE8964f56f6700669369e3a87b100617c8_A_229860_231665,"okay see you bye bye 
",[],[],[],okay see you bye bye.,[],[],[]
cs05M-REbd02a34ff6131dea3f2aa570c9d245e9_B_001383_002765,"hello this peter 
",[],[],[],hello this is petr.,['petr'],[],[]
cs05M-REbd02a34ff6131dea3f2aa570c9d245e9_B_005986_006504,"hey man 
",[],[],[],hi mael.,['mael'],[],[]
cs05M-REbd02a34ff6131dea3f2aa570c9d245e9_B_009549_011061,"yeah fine thanks 
",[],[],[],yeah fine thanks.,[],[],[]
cs05M-REbd02a34ff6131dea3f2aa570c9d245e9_B_011740_013285,"yeah i'm back actually in switzerland 
",[],['switzerland'],[],yeah i'm back actually in switzerland.,[],['switzerland'],[]
cs05M-REbd02a34ff6131dea3f2aa570c9d245e9_B_033310_046665,"yeah actually i've seen your email so i'm planning to join it should be okay for me i actually didn't check the room yet but i i can do it now quickly i think it should be free so we should be able to organize it that's fine 
",[],[],[],yeah actually i've seen your email so i'm planning to join it should be okay for me i actually didn't check the room yet but i i can do it now quickly i think it should be free so we should be able to organize it that's fine.,[],[],[]
cs05M-REbd02a34ff6131dea3f2aa570c9d245e9_B_050160_050745,"okay 
",[],[],[],okay.,[],[],[]
cs05M-REbd02a34ff6131dea3f2aa570c9d245e9_B_061790_073785,"yeah that's okay for me so do do we plan to actually maybe give a feedback on the conference what happened there and maybe just update others would that would be 
",[],[],[],yeah that's okay for me so do do we plan to actually maybe give a feedback on the conference what happened there and maybe just update others would that would be.,[],[],[]
cs05M-REbd02a34ff6131dea3f2aa570c9d245e9_B_077340_077825,"
",[],[],[],aha.,[],[],[]
cs05M-REbd02a34ff6131dea3f2aa570c9d245e9_B_080020_087855,"yeah that's good and maybe we can also share with others some of the papers which we had found interesting on the conference so 
",[],[],[],yeah that's good and maybe we can also share with others some of the papers which we had found interesting on the conference so.,[],[],[]
cs05M-REbd02a34ff6131dea3f2aa570c9d245e9_B_088472_094169,"so that they don't need to go through all the actually proceedings but we can pick only some of them 
",[],[],[],so that they don't need to go through all the actually proceedings but we can pick only some of them.,[],[],[]
cs05M-REbd02a34ff6131dea3f2aa570c9d245e9_B_095400_096065,"maybe 
",[],[],[],it may be.,[],[],[]
cs05M-REbd02a34ff6131dea3f2aa570c9d245e9_B_103324_119109,"yeah yeah i think he should be there but i didn't get any confirmation but i assume yes he should be there and i think also julia i i've been talking to her yesterday over over chat so she confirmed to be there so i think we should be all 
",['julia'],[],['yesterday'],yeah i think he should be there but i didn't get any confirmation but i assume yes he should be there and i think also julia i i've been talking to her yesterday over over chat so she confirmed to be there so i think we should be all.,['julia'],[],['yesterday']
cs05M-REbd02a34ff6131dea3f2aa570c9d245e9_B_121533_122651,"okay great so 
",[],[],[],okay great so.,[],[],[]
cs05M-REbd02a34ff6131dea3f2aa570c9d245e9_B_126007_131785,"yeah i'll try to come and bit earlier so see you there maybe nine forty five i'll be there great 
",[],[],['forty five'],yeah i'll try to come and a little bit earlier so see you there maybe nine forty five i'll be there great.,[],[],['nine forty five']
cs05M-REbd02a34ff6131dea3f2aa570c9d245e9_B_134003_135950,"okay then see you soon 
",[],[],[],okay then see you see you soon.,[],[],[]
cs05M-REbd02a34ff6131dea3f2aa570c9d245e9_B_138084_138581,"bye bye 
",[],[],[],bye bye.,[],[],[]
cs05M-REc726aa510e72f38cf70429952a1f5ffe_B_001737_003320,"
",[],[],[],hello petr.,['petr'],[],[]
cs05M-REc726aa510e72f38cf70429952a1f5ffe_B_007323_009092,"yeah 
",[],[],[],hey yan yeah yeah. it's me.,[],[],[]
cs05M-REc726aa510e72f38cf70429952a1f5ffe_B_016660_020935,"yeah 
",[],[],[],for me it's okay. maybe i have a good signal but i can hear you well.,[],[],[]
cs05M-REc726aa510e72f38cf70429952a1f5ffe_B_041530_049000,"actually i'm planning to go out for lunch i don't know whether you have any plans to go as well maybe today 
",[],[],[],actually i'm planning to go out to eat for for lunch. i don't know whether you have any plans to go as well. maybe today?,[],[],['today']
cs05M-REc726aa510e72f38cf70429952a1f5ffe_B_069606_096605,"yeah it's a good good point actually now everything is closed so on so i i don't know if i i i always try to find kind of <unk> from others so not really but usually i i like cooking something simple like which doesn't take too much time but i'm fine how about you 
",[],[],[],yeah it's a good good point actually. now everything is closed. the restaurants so i kinda have problems with that because i don't know what to cook. i i always try to find kind of advices from others. so not really but usually i i like cooking something simple. like which doesn't take too much time . but i'm not really good fine chef. how about you actually?,[],[],[]
cs05M-REc726aa510e72f38cf70429952a1f5ffe_B_130788_137289,"that sounds good maybe you can tell me some recipe or the way to cook 
",[],[],[],that sounds good! maybe you could send or share with me some recipe or the way to cook it or,[],[],[]
cs05M-REc726aa510e72f38cf70429952a1f5ffe_B_169765_183838,"that's good idea as well yeah i could imagine share with my yeah yeah we can actually maybe meet once and well sit together 
",[],[],[],that's good idea as well. yeah. i could imagine share it with my wife actually yeah. good plan. so we can actually maybe meet once and well sit together,[],[],[]
cs05M-REc726aa510e72f38cf70429952a1f5ffe_B_198269_209285,"that's that's perfect that's okay for me as well okay great yan thanks thanks for the call so let's do it we can meet need to go and 
",[],[],[],that's that's perfect. that's okay for me as well. okay great yan! thanks thanks for the call. so let's do it. we can meet actually maybe tomorrow and we can discuss more.,['yan'],[],['tomorrow']
cs05M-REc726aa510e72f38cf70429952a1f5ffe_B_211752_213258,"okay bye bye thanks 
",[],[],[],okay. bye bye. thanks.,[],[],[]
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_001730_004365,"ah hey how are you doing 
",[],[],[],hey yan this is petr. is it you?,"['yan', 'petr']",[],[]
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_007850_026656,"hey excuse me well i like for you that i make this call but i heard from actually from james that you're buying many books on the bookstores and i thought maybe you want buying books for the christmas do you have any suggestions or 
",['james'],[],[],hey excuse me. well i hope it's not too late for you that i make this call but i heard from actually from james that you're buying many books on the bookstores and i thought maybe you can give me some advice by for buying books for the christmas. do you have any suggestions or?,['james'],[],[]
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_061277_066838,"i don't know that actually i don't know this author at all is it 
",[],[],[],i don't know that actually. i don't know this author at all. is it?,[],[],[]
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_099311_099996,"i see 
",[],[],[],i see.,[],[],[]
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_101633_112500,"okay well yeah that's so do you think is it also interesting for for like a ladies or <unk> and so on or is it more like for 
",[],[],[],okay. well yeah that's do you think is it also interesting for for like a ladies or wifes and so on or is it more like for.,[],[],[]
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_114009_115066,"you suggest it 
",[],[],[],would you suggest it?,[],[],[]
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_144021_144915,"bye 
",[],[],[],right.,[],[],[]
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_147063_156363,"sounds good so maybe i can look at the book and then i can order something from the bookstore because there is not much time for christmas and you know hobbies 
",[],[],[],sounds good. so maybe i can look at the book and then i can order something from the bookstore. because there is not much time for christmas and you know how it is.,[],[],[]
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_156897_158394,"i prefer to 
",[],[],[],i prefer to.,[],[],[]
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_165906_167671,"it may yeah right 
",[],[],[],it may. yeah. right.,[],[],[]
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_168309_174416,"yeah okay so maybe i'll pass by by your office sometime today or tomorrow and 
",[],[],"['today', 'tomorrow']",yeah. okay so maybe i'll pass by by your office sometime today or tomorrow and.,[],[],"['today', 'tomorrow']"
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_175542_177458,"would be happy to you 
",[],[],[],i would be happy to see that.,[],[],[]
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_190682_192505,"okay it's interesting 
",[],[],[],okay. it's interesting.,[],[],[]
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_193004_197903,"great so thanks and see you later i'll pass and we can discuss more 
",[],[],[],great. so thanks and see you later. i'll pass and we can discuss more.,[],[],[]
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_201746_202443,"yeah 
",[],[],[],yeah.,[],[],[]
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_204881_205868,"yeah great 
",[],[],[],yeah. great.,[],[],[]
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_206541_208306,"okay thank you 
",[],[],[],okay. thanks and see you.,[],[],[]
cs05M-REca891b1d94099a12ce4dde7d9ef5e581_A_209443_210233,"bye bye 
",[],[],[],bye bye.,[],[],[]
cs06M-CHR3_2620608_A_026470_035945,"hi hi marko marko here nice to hear you nice to meet you so <unk> told me that you had fun yesterday 
",['marko'],[],['yesterday'],hi hi. marko. marko here. nice to hear you. nice to meet you. so slava told me that you had fun yesterday.,"['marko', 'marko', 'slava']",[],['yesterday']
cs06M-CHR3_2620608_A_036662_037635,"can you tell me more 
",[],[],[],can you tell me more?,[],[],[]
cs06M-CHR3_2620608_A_056110_056965,"yeah yeah 
",[],[],[],yeah yeah.,[],[],[]
cs06M-CHR3_2620608_A_059500_067826,"i'm i'm still like close by i am staying in the in the city but all i have 
",[],[],[],i'm i'm still like close by. i am staying in a in the city. but all i have.,[],[],[]
cs06M-CHR3_2620608_A_068675_102745,"i gave to to <unk> because i've got just only few few candies with me and now the rest i've got little bit bigger package let's say but all the rest went to one of my other friends you know so i have to take new new package and some two maybe sometimes later on or like another day because i am not the local yeah but i guess is is there chance to stay in touch with you like for the future and maybe meet another time 
",[],[],[],i gave to to slava because i've got just only few few candies with me and. now the rest. i've got little bit bigger package let's say. but all the rest went to one of my other friends you know. so i have to take new new package and some two maybe sometimes later on or. like another day because i am not the local. yeah. but i guess is is there chance to stay in touch with you like for the future and maybe meet another time?,['slava'],[],[]
cs06M-CHR3_2620608_A_112330_118565,"yeah that would be great and are these people like from the party are you going together often to the parties 
",[],[],[],yeah. that would be great. and are these people like from the party? are you going together often to the parties?,[],[],[]
cs06M-CHR3_2620608_A_136550_148225,"yeah yeah and are there like lot of <unk> here good good bars for for going there with some sweets or stuff like that so there <unk> bye 
",[],[],[],yeah yeah. and are there like lot of discotheques here? good good bars for for going there with some sweets or stuff like that? is there is is it fine?,[],[],[]
cs06M-CHR3_2620608_A_155710_156324,"okay 
",[],[],[],okay,[],[],[]
cs06M-CHR3_2620608_A_161200_166275,"good good so take my number and we will stay in touch thank you 
",[],[],[],good good. so take my number and we will stay in touch. thank you.,[],[],[]
cs06M-CHR3_2620608_A_169169_171045,"thank you bye 
",[],[],[],perfect. see you. bye.,[],[],[]
cs06M-kvjenyd5--zn2yv5-19zxkdrnl9183-f7465o_UDP-0_RTP_1_A_001380_005115,"
",[],[],[],second call according to the scenario.,[],[],[]
cs06M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_B_012530_014755,"hi can you hear me 
",[],[],[],hi. can you hear me?,[],[],[]
cs06M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_B_016440_028025,"yeah perfect because it's quite noisy here i'm close to the highway and by the beginning of the call i think my speaker was down so i didn't hear you at all so sorry for that 
",[],[],[],yeah. perfect. because it's quite noisy here. i'm close to the highway and by the beginning of the call i think my speaker was down so i didn't hear you at all so sorry for that.,[],[],[]
cs06M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_B_028986_029465,"okay 
",[],[],[],okay.,[],[],[]
cs06M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_B_031550_043655,"i think it's fine i actually i've got some good news for you so i i think our trip to germany from czech republic might be even easier than we thought originally 
",[],"['germany', 'czech republic']",[],think it's fine actually i've got some good news for you. so i think our trip to germany from czech republic might be even easier than we thought originally.,[],"['germany', 'czech republic']",[]
cs06M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_B_051710_056508,"well right now i am actually already in munich so or 
",[],['munich'],[],well right now i am actually already in munich so,[],['munich'],[]
cs06M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_B_056816_063734,"well maybe later on we can even have some some meeting here but right now what i would like to tell you 
",[],[],[],well maybe later on we can even have some some meeting here. but right now what i would like to tell you is.,[],[],[]
cs06M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_B_063851_070776,"i've got one one guy some i will give you some his initials and some 
",[],[],[],i've got one one guy some i will give you some his initials and some,[],[],[]
cs06M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_B_070879_076243,"his contact telephone number stuff like that in the in the text message afterwards you know 
",[],[],[],his contact telephone number stuff like that in the in the text message afterwards you know,[],[],[]
cs06M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_B_076337_082150,"but right now i i think for you i what is just important is to to know that he's 
",[],[],[],but right now i i think for you what is just important is to to know that he's,[],[],[]
cs06M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_B_082271_090370,"driving regularly like once or two times per per month in between <unk> and vienna 
",[],['vienna'],[],driving regularly like once or two times per per month in between brno and vienna.,[],"['brno', 'vienna']",[]
cs06M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_B_090473_099909,"and actually what can make things for you even easier he's driving his his van like yeah 
",[],[],[],and actually what can make things for you even easier. he's driving his his van like in,[],[],[]
cs06M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_B_101130_111320,"yeah yeah there's lots of room i asked him if we can just take some small package and threw it in the middle of of other stuff anyway we'll find 
",[],[],[],yeah yeah. there is lot of lot of room. i asked him if we can just take some small package and threw it in the middle of of other stuff and he was fine with that and,[],[],[]
cs06M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_B_111368_115137,"you know this guy is not asking any questions at all 
",[],[],[],you know this guy is not asking any questions at all.,[],[],[]
cs06M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_B_115562_116495,"yeah 
",[],[],[],you see? just.,[],[],[]
cs06M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_B_131160_132544,"yeah yeah yeah 
",[],[],[],yeah yeah yeah.,[],[],[]
cs06M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_B_155639_156215,"okay 
",[],[],[],okay.,[],[],[]
cs06M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_B_192930_194248,"no kidding 
",[],[],[],no kidding.,[],[],[]
cs06M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_B_208420_209095,"okay 
",[],[],[],all block.,[],[],[]
cs06M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_B_255460_255975,"yeah 
",[],[],[],yeah.,[],[],[]
