CALLID,ASR,ASR_boosted,asr_ner,asr_boosted_ner,asrbaseline_person,asrbaseline_location,asrbaseline_time,transcript,ner_person,ner_location,ner_time
cs16M_NT-RE0453481fc3e6a34ef2291a9c9eac5ccf_B_032815_033776,"right
","right
",,,[],[],[],bye.,[],[],[]
cs16M_NT-RE5af753db803d3f32efaee2e7d484a5ca_B_002182_003435,,,,,[],[],[],hi yeah?,[],[],[]
cs16M_NT-RE5af753db803d3f32efaee2e7d484a5ca_B_009902_012852,"i'm not black friday saturday
","i'm i'm at work on friday and saturday
","[[], []]","[[], []]",[],[],"['friday', 'saturday']",i'm i'm at work on friday and saturday.,[],[],"['friday', 'saturday']"
cs16M_NT-RE5af753db803d3f32efaee2e7d484a5ca_B_025219_032211,"yeah yeah so so the new body wanted took you to like that right
","yeah yeah so so the nobody wanted to talk to like that right
",,,[],[],[],yeah yeah yeah. so so the new buddy wanted to talk to you like that right?,[],[],[]
cs16M_NT-RE5af753db803d3f32efaee2e7d484a5ca_B_039769_041083,"okay cool
","okay cool
",,,[],[],[],okay cool.,[],[],[]
cs16M_NT-RE5af753db803d3f32efaee2e7d484a5ca_B_047731_049307,"yeah so
","yeah so
",,,[],[],[],yeah sure.,[],[],[]
cs16M_NT-RE5af753db803d3f32efaee2e7d484a5ca_B_054703_055518,"right
","right
",,,[],[],[],bye.,[],[],[]
cs16M_NT-RE81c8e036404a818288d2a468e4951813_B_000878_002900,"yeah
","yeah
",,,[],[],[],yeah?,[],[],[]
cs16M_NT-RE81c8e036404a818288d2a468e4951813_B_005801_008236,"i mean skunk moment
","i mean skalka moment
",['skalka'],['skalka'],[],[],[],i'm in skalka in a moment.,[],['skalka'],[]
cs16M_NT-RE81c8e036404a818288d2a468e4951813_B_012437_016172,"um i was going somewhere on do you have it with you
","um i was going somewhere i don't do it with you
",,,[],[],[],are we going somewhere or you have it with you?,[],[],[]
cs16M_NT-RE81c8e036404a818288d2a468e4951813_B_019776_022765,"narrows butter
","spiros but uh
",,,[],[],[],rolls? butter?,[],[],[]
cs16M_NT-RE81c8e036404a818288d2a468e4951813_B_026720_029840,"okay i'll be their fifteen minutes
","okay i'll be there in fifteen minutes
",[[]],[[]],[],[],['fifteen minutes'],i'll be there in fifteen minutes.,[],[],['in fifteen minutes']
cs16M_NT-RE81c8e036404a818288d2a468e4951813_B_033005_037004,"oh that's too long okay let's meet in the sense that
","oh that's too long okay let's meet in the sense that
",,,[],[],[],it's too long. okay let's meet in the center.,[],[],[]
cs16M_NT-RE81c8e036404a818288d2a468e4951813_B_040520_045178,"what about what about my money i have to go that too
","what about what about maniny i have to go that too
",,['maniny'],[],[],[],what about what about maniny? i have to go there too.,[],['maniny'],[]
cs16M_NT-RE81c8e036404a818288d2a468e4951813_B_049749_055682,"hey i'll write to you okay so we can we can talk about it on television
","hey i'll write to you okay so we can we can talk about it on television
",,,[],[],[],hey i'll write you okay? so we can we can talk about it on telegram.,[],[],[]
cs16M_NT-RE81c8e036404a818288d2a468e4951813_B_059901_062230,"well let me to lose rose
","well let me to lose rose
",,,[],[],[],where we meet for those rolls.,[],[],[]
cs16M_NT-RE81c8e036404a818288d2a468e4951813_B_065262_067768,"okay hey come them okay
","okay hey come down okay
",,,[],[],[],hey calm down. okay?,[],[],[]
cs16M_NT-RE81c8e036404a818288d2a468e4951813_B_070888_072074,"okay
","okay
",,,[],[],[],okay.,[],[],[]
cs17M-CHR3_2620608_B_022560_023300,,,,,[],[],[],so.,[],[],[]
cs17M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_A_016510_017250,,,,,[],[],[],so.,[],[],[]
cs17M-kvjp5rhk--zn2yv5-19zxkdrnrc91kcrejfm_UDP-0_RTP_1_A_039510_041975,"uh hello
","uh huh
",,,[],[],[],damir hallo.,['damir'],[],[]
cs17M-kvjp5rhk--zn2yv5-19zxkdrnrc91kcrejfm_UDP-0_RTP_1_A_043530_045175,"yeah it's it's follow
","yeah it's it's hlavak
",,['hlavak'],[],[],[],yeah. it's it's slava.,['slava'],[],[]
cs17M-kvjp5rhk--zn2yv5-19zxkdrnrc91kcrejfm_UDP-0_RTP_1_A_046450_048315,"yeah yeah i
","yeah yeah i
",,,[],[],[],yeah. yeah. i i.,[],[],[]
cs17M-kvjp5rhk--zn2yv5-19zxkdrnrc91kcrejfm_UDP-0_RTP_1_A_049880_052695,"yeah i'm calling from different number my
","yeah i'm calling from different number my
",,,[],[],[],yeah yeah. i'm calling from different number. my.,[],[],[]
cs17M-kvjp5rhk--zn2yv5-19zxkdrnrc91kcrejfm_UDP-0_RTP_1_A_052950_056124,"cool or forties but okay so that's what i have to bottle
","cool or forties but okay so that's what i have to bottle
",[[]],[[]],[],[],[],phone is broken so therefore i have to borrow.,[],[],[]
cs17M-kvjp5rhk--zn2yv5-19zxkdrnrc91kcrejfm_UDP-0_RTP_1_A_056521_060405,"the phone from friends of mine so i'm sorry i'm like yeah
","from from friends of mine so i'm sorry i'm late yeah
",,,[],[],[],phone from friend of mine so i'm sorry i'm late. yeah?,[],[],[]
cs17M-kvjp5rhk--zn2yv5-19zxkdrnrc91kcrejfm_UDP-0_RTP_1_A_062560_062945,,,,,[],[],[],yeah.,[],[],[]
cs17M-kvjp5rhk--zn2yv5-19zxkdrnrc91kcrejfm_UDP-0_RTP_1_A_067840_070755,"so i guess you know nowadays it's still okay
","so i guess you know now it's it's still okay
",,,[],[],[],so i guess in one hour is is okay.,[],[],['one hour']
cs17M-kvjp5rhk--zn2yv5-19zxkdrnrc91kcrejfm_UDP-0_RTP_1_A_080201_082895,"yeah in fact i was
","yeah in fact i was
",,,[],[],[],yeah yeah yeah. in fact i was,[],[],[]
cs17M-kvjp5rhk--zn2yv5-19zxkdrnrc91kcrejfm_UDP-0_RTP_1_A_084250_085925,"i was the final
","i was the final
",,,[],[],[],yeah. i was there so i know.,[],[],[]
cs17M-kvjp5rhk--zn2yv5-19zxkdrnrc91kcrejfm_UDP-0_RTP_1_A_087220_089906,"no the place uh okay so i
","no the place uh okay so i
",,,[],[],[],know the place. yeah yeah. okay. so i.,[],[],[]
cs17M-kvjp5rhk--zn2yv5-19zxkdrnrc91kcrejfm_UDP-0_RTP_1_A_090086_093265,"the whole plane run out i'm looking forward to shoot
","the whole plane run out i'm looking forward to shoot
",,,[],[],[],i will there hopefully in one hour. i'm looking forward to see you.,[],[],['one hour']
cs17M-kvjp5rhk--zn2yv5-19zxkdrnrc91kcrejfm_UDP-0_RTP_1_A_098640_100685,"thank you and soon by
","thank you and soon by
",,,[],[],[],yeah. thank you. and see you soon. bye.,[],[],[]
cs19M-kvjmvvjf--zmm41s-19zxkdrnrc3mf1cep7s_UDP-0_RTP_1_A_003870_004695,"there
","there
",,,[],[],[],who is there?,[],[],[]
cs19M-kvjmvvjf--zmm41s-19zxkdrnrc3mf1cep7s_UDP-0_RTP_1_A_008650_010875,"no me either
","no me either
",,,[],[],[],you know me? and who is there?,[],[],[]
cs19M-kvjmvvjf--zmm41s-19zxkdrnrc3mf1cep7s_UDP-0_RTP_1_A_014290_014945,"really
","really
",,,[],[],[],really?,[],[],[]
cs19M-kvjmvvjf--zmm41s-19zxkdrnrc3mf1cep7s_UDP-0_RTP_1_A_022150_025015,"i want to know who i call
","i want to know who i call
",,,[],[],[],i want to know who i call.,[],[],[]
de01M-RE0453481fc3e6a34ef2291a9c9eac5ccf_A_007400_009291,"hi where are you
","hi where are you
",,,[],[],[],hi. where are you?,[],[],[]
de01M-RE0453481fc3e6a34ef2291a9c9eac5ccf_A_013660_015237,"um i like
","um i like
",,,[],[],[],on ipak.,[],[],[]
de01M-RE0453481fc3e6a34ef2291a9c9eac5ccf_A_020900_023589,"uh what about in museum
","uh what about in a museum
",,,[],[],[],what about the museum?,[],[],[]
de01M-RE0453481fc3e6a34ef2291a9c9eac5ccf_A_029350_032902,"okay oh wait there by like
","okay oh wait there but like
",,,[],[],[],okay. i'll wait there. bye bye.,[],[],[]
de01M-RE0f4543b94c7a5953871ac37cbc47a25f_A_003428_004187,"so what
","so what
",,,[],[],[],so what?,[],[],[]
de01M-RE0f4543b94c7a5953871ac37cbc47a25f_A_010437_011176,"shit
","shit
",,,[],[],[],shit.,[],[],[]
de01M-RE0f4543b94c7a5953871ac37cbc47a25f_A_012440_013047,"okay
","okay
",,,[],[],[],okay.,[],[],[]
de01M-RE18beae7b701cfe83ae82d0b960fc1dd6_A_003234_004302,"are you
","where are you
",,,[],[],[],where are you?,[],[],[]
de01M-RE18beae7b701cfe83ae82d0b960fc1dd6_A_007601_010508,"so well we're going to me the name station
","so well we're going to meet the name station
",,,[],[],[],so where're we going to meet? the main station?,[],[],[]
de01M-RE18beae7b701cfe83ae82d0b960fc1dd6_A_014726_015867,"oh wait there
","oh wait there
",,,[],[],[],i'll be there.,[],[],[]
de01M-RE4971679ba55a28460b19a5635505f241_A_002749_005981,"ten paul seven on the screen
","ten pounds seven on the screen
",[[]],"[[], []]",[],[],[],ten past seven on the fiftieth.,[],[],"['ten past seven', 'on the fiftieth']"
de01M-RE5af753db803d3f32efaee2e7d484a5ca_A_004750_008645,"on friday is college so what about you
","on friday and college so what about you
",[[]],,[],[],['friday'],on friday is the cottage. so what about you?,[],['cottage'],['friday']
de01M-RE5af753db803d3f32efaee2e7d484a5ca_A_014548_024613,"next thing you phone which happens to me to talk to me about those tens i told them to working out with you in okay they call so
","next thing you know from which happens to me to talk to me about those tens i told them to working out with you in okay for them so
",[[]],[[]],[],[],[],next thing. your friend which you have introduced to me wanted to talk to me about those tents. i told him to work it out with you. is it okay that i told him so?,[],[],[]
de01M-RE5af753db803d3f32efaee2e7d484a5ca_A_032840_039185,"yeah he asked if it would come back i told him you have to discuss it with you i through time
","yeah he asked for it would come back i told him you have to disagree with you i one time
",,,[],[],[],yeah he asked me if i would come back. i told him no. he has to discuss it with you. i won't return.,[],[],[]
de01M-RE5af753db803d3f32efaee2e7d484a5ca_A_042190_047675,"so tonight buddy i'm waiting for you want to son to come and talk
","so tonight buddy i'm waiting for one person to come and talk
",,,[],[],[],so tonight buddy i'm waiting for you one hundred percent to come and talk.,[],[],[]
de01M-RE5af753db803d3f32efaee2e7d484a5ca_A_050690_054075,"a nice day and enjoy a cool
","unless they enjoy rococo
",,,[],[],[],so have a nice day and enjoy rococo.,[],[],[]
de01M-RE5af753db803d3f32efaee2e7d484a5ca_A_056350_057185,"mhm
","mhm
",,,[],[],[],goodbye.,[],[],[]
de01M-RE6ffcbfc3ae55fb994b84e672ff4b512f_A_003199_004457,"where are you
","where are you
",,,[],[],[],where are you?,[],[],[]
de01M-RE6ffcbfc3ae55fb994b84e672ff4b512f_A_008988_011078,"great well i will come
","great well i will come
",,,[],[],[],great i will come.,[],[],[]
de01M-RE6ffcbfc3ae55fb994b84e672ff4b512f_A_015351_017071,"what are you talking about
","what are you talking about
",,,[],[],[],what are you talking about?,[],[],[]
de01M-RE6ffcbfc3ae55fb994b84e672ff4b512f_A_020585_023544,"i don't understand all just come
","what i don't understand all just come
",,,[],[],[],what? i don't understand. i'll just come.,[],[],[]
de01M-RE81c8e036404a818288d2a468e4951813_A_003515_005325,"where are you
","where are you
",,,[],[],[],where are you?,[],[],[]
de01M-RE81c8e036404a818288d2a468e4951813_A_008921_011685,"perfect i'm coming for you
","perfect i'm coming for you
",,,[],[],[],perfect. i'm coming for you.,[],[],[]
de01M-RE81c8e036404a818288d2a468e4951813_A_017390_019515,"what are you talking about
","what are you talking about
",,,[],[],[],what are you talking about?,[],[],[]
de01M-RE81c8e036404a818288d2a468e4951813_A_023330_026605,"once i don't understand would just come
","what i don't understand how come
",,,[],[],[],what? i don't understand. i'll just come.,[],[],[]
de01M-RE81c8e036404a818288d2a468e4951813_A_030851_032725,"me in an hour
","me in an hour
",,,[],[],[],me in an hour.,[],[],['in an hour']
de01M-RE81c8e036404a818288d2a468e4951813_A_037980_040695,"that's not possible you have to wait
","that's not possible you have to wait
",,,[],[],[],it's not possible. you have to wait.,[],[],[]
de01M-RE81c8e036404a818288d2a468e4951813_A_046057_049735,"never enrage to wait anywhere on korea
","never enrich to wait anywhere on skalka
",['korea'],['skalka'],[],['korea'],[],no. i need you to wait anywhere on skalka.,[],['skalka'],[]
de01M-RE81c8e036404a818288d2a468e4951813_A_056824_058915,"talk about the walks
","talk about the war
",,,[],[],[],talk about what?,[],[],[]
de01M-RE81c8e036404a818288d2a468e4951813_A_062977_065125,"stop saying that shit
","stop saying that shit
",,,[],[],[],stop saying that shit.,[],[],[]
de01M-RE81c8e036404a818288d2a468e4951813_A_068515_070448,"oh cold again
","oh cold again
",,,[],[],[],i'll call again.,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_005460_006665,"hi josh
","hi josh
",['josh'],['josh'],['josh'],[],[],hi.,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_007820_008654,"i
","i
",,,[],[],[],hi?,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_009855_011205,"can you hear me
","can you hear me
",,,[],[],[],can you hear me?,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_012510_013215,"hi
","hi
",,,[],[],[],hi?,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_014280_016785,"yes yes i can hear you
","yes yes i can hear you
",,,[],[],[],yes yes. i can hear you.,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_025760_031395,"uh-huh where i can i can hear you know i can hear you know no problem how how things
","where i can i can hear you now i can hear you know no problem how how things
",,,[],[],[],don't worry. i can. i can hear you now. i can hear you now. no problem. how. how're things?,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_043380_051845,"yeah cool cool good to hear and uh your on your way to munich oh what what what are you doing where are you where are you going
","yeah cool cool good to hear and uh uh you're on your way to munich oh what what what are you doing where are you where are you going
",['munich'],['munich'],[],['munich'],[],yeah. yeah. cool cool. good to hear. and you're on your way to munich? or or what what what are you doing? where are you? where are you going?,[],['munich'],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_073890_074625,,,,,[],[],[],yeah yeah.,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_076220_077125,"okay
","okay
",,,[],[],[],okay.,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_092040_092505,"yeah
","yeah
",,,[],[],[],yeah,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_098160_101105,"yeah oh so he has lots of room in there
","yeah oh so he has lots of room in there
",,,[],[],[],yeah. also there's lots of room in there.,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_108090_108665,"yeah
","yeah
",,,[],[],[],yeah.,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_109850_110535,"yeah
","yeah
",,,[],[],[],yeah.,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_112750_113735,"yeah
","yeah
",,,[],[],[],yeah.,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_115120_127265,"exactly you know this this this is fantastic this is good news because transport is uh is going to be an issue and and very important one too that's cool that's great to hear sounds like he's a
","exactly you know this is this is fantastic this is good news because transport is it's going to be an issue and and very important one too that's cool that's great to hear sounds like he's a cool guy
",,,[],[],[],exactly. now this. this is. this is fantastic. this is good news because transport is is going to be an issue. and a very important one too. that's cool. that's great to hear. sounds like he's a cool,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_127965_131109,"so i'm i'm i'm looking forward to to learning more about him
","so i'm i'm i'm looking forward to to learning more about him
",,,[],[],[],so i'm i'm looking forward to to learning more about him.,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_131364_141063,"and actually talking about learning more about him i dunno if he will have time at some place or sometime whatever but you know you said if you're in munich
","and actually talking about learning more about him i dunno if he will have time at some place or sometime whatever but you know you said if you're in munich
",['munich'],['munich'],[],['munich'],[],and actually talking about learning more about him. i don't know if he will have time at some place some time whatever. but you know you said if you're in munich,[],['munich'],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_141230_154810,"uh there are good i recently went to a very nice bar it's near the east train stations train station is also uh very crowded uh has lots of areas where you can talk in
","uh there are good i recently went to a very nice bar it's near the east train station the train station is also a very crowded has lots of areas where you can talk and
",,,[],[],[],there are good. i recently went to a very nice bar. it's near the east train station and the train station is also very crowded. has lots of areas where you can talk in.,[],['the east train station'],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_154928_161719,"uh and in peace and quiet or at least i don't think there's any you know pick some vitamins or i haven't seen anybody out there
","uh in in peace and quiet or at least i don't think there's any you know take some vitamins or i haven't seen anybody out there
",,,[],[],[],in in peace and quiet. or at least i don't think there's any you know or i haven't seen anybody out there.,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_161958_171178,"uh the only fun thing is last time i was there i was in the hotel uh which is also close by by the we also the hotel is really cool there's a big ferris wheel
","uh the only financing this last time i was there i was in the hotel which is also close by by the we also the hotel is really cool is it big ferris wheel
",,,[],[],[],the only fun thing is. last time i was there i was in a hotel which is also close by. and by the way also the hotel is really cool. there's a big ferris wheel.,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_171424_175570,"and uh it's called gum dino hotel seating ever wanted to look it up
","and uh it's called the you know hotel you ever wanted to look it up
",,,[],[],[],and it's called gambino hotel if you ever wanted to look it up.,[],['gambino hotel'],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_175623_186485,"ah cool hotel and last time i was there i walk in and i i'm about to chicken and the guy the reception just uh has wide open eyes and looks at me and says haven't you heard
","ah cool hotel and last time i was there i walk in and i am about to chicken and the guy the reception just uh has wide open eyes and looks at me and says haven't you heard
",,,[],[],[],cool hotel. and last time i was there i walk in and i i'm about to check in and the guy the reception just has wide open eyes and looks at me and says haven't you heard?,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_186654_192626,"and i answered what do you mean what have i not hurting he as there's a bomb scare
","and i i and so what do you mean what have i not hurting he says there's a bomb scare
",,,[],[],[],and i i answer what do you mean what have i not heard. and he says there's a bomb scare.,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_192942_211453,"so uh hotel needs be evacuated snow it was it like every moment i thought it was the bomb scares somebody was threatening the hotel so we had to evacuate the hotel but it turns out it wasn't the tell it was the whole block that to evacuated lots of police cars
","so a hotel needs to evacuate it's no it was like every moment i thought it was the bomb scares somebody you know was a threatening the hotel so we had to evacuate the hotel but it turns out it wasn't the hotel it was the whole block that had to be x. rated lots of police cars
",,,[],[],[],so the hotel needs to be evacuated. no it was. it like. for a moment i thought i was a bomb scare. somebody you know was threatening the hotel. so we had to evacuate the hotel but it turns out it wasn't the hotel it was the whole block that had to be evacuated. there were lots of police cars.,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_211559_220372,"fire pit gate and whatever and uh i just uh chatted with one of the policemen and she said they had found a bomb off the second world war
","fire pit gate and whatever and uh i just uh chatted with one of the policemen and she said they had found a bomb off the second world war
",[[]],[[]],[],[],[],fire brigade and whatever and i just chatted with one of the policemen and he said they had found a bomb of the second world war.,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_220466_223384,"you know it's it's an area of ah t._v. station area
","you know it's a it's an area of a t._v. station area
",,,[],[],[],you know a it's an area of train station area.,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_223649_230453,"and uh uh of course lots of bombs have been dropped and still find those bombs occasionally
","and uh uh of course lots of bombs have been dropped they're still find those bombs occasionally
",,,[],[],[],and of course lots of bombs have been dropped there and they still find those bombs occasionally.,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_230718_236004,"when they're building who thinks that stupid construction site also it's called back seattle and uh
","when they're building new things it's a construction site also it's called seattle and uh
",['seattle'],['seattle'],[],[],[],when they're you it's a construction site also. it's called werkviertel and,[],['werkviertel'],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_236157_248919,"they have bars and then you offices and whatever and of course they'll still building things there by the way the building sites are also open party and that's also a very good area to these things in case
","the bars and the new offices and whatever and of course they'll still building things there by the way the building sites are also open party and that's also a very good area to these things in case
",,,[],[],[],they have bars and and new offices and whatever. and of course they're still buildings things there. by the way the building sites are also open partly. and that's also a a very good area to leave things in case.,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_249196_258734,"you ever wanted to see something for somebody uh a good area to also uh you know maybe these things for people that we should do that in mind
","you ever wanted to do something for somebody that's a that's a good area also a book you know maybe these things for people that we should be the line
",,,[],[],[],you ever wanted to leave something for somebody that's a good area to also you know maybe leave things for people there. we should bear that in mind.,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_265720_266544,"know
","know
",,,[],[],[],no,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_267440_268924,"no no no
","no no no
",,,[],[],[],no no no,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_269589_270185,,,,,[],[],[],,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_271339_273885,"no i i think yeah
","no i think yeah
",,,[],[],[],no i i think.,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_274390_281555,"no no normally i haven't seen that you know i haven't seen any police or anybody there it was reading this one bomb find
","no no normally i haven't seen i haven't seen any police or anybody there it was reading this one bomb find
",[[]],[[]],[],[],[],no no. normally i haven't seen you know i haven't seen any police or anybody there. it was really this one bomb find.,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_281631_289438,"uh but i think this is you know otherwise it's pretty cool and you know for any any sort of vitamin so whatever
","uh but i think this is you know pretty otherwise it's pretty cool and you know for any any sort of biden been so whatever
",,,[],[],[],but i think this is you know otherwise it's pretty cool and you know for any any sort of vitamins of whatever.,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_289558_295254,"that you may want to be for somebody i think it's pretty safe place and it's a place where you can hide
","that you may want to be with somebody i think it's pretty safe place and it's it's a place where you can hide
",,,[],[],[],that you may wanna leave for somebody. i thinks it's a pretty safe place and it's a it's a place where you can hide.,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_295333_302695,"uh well you can email you can be things in in my case uh quite easy for people to pick up when the time comes
","uh where you can email you can be things in in my case uh quite easy for people to pick up when the time comes
",,,[],[],[],or you can. you know you can leave things in in the right place quite easily for people to pick up when the time comes.,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_313690_314344,"yeah
","yeah
",,,[],[],[],yeah.,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_315630_316435,"yeah it is
","yeah it is
",,,[],[],[],yeah he is.,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_323209_323904,"yeah
","yeah
",,,[],[],[],yeah.,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_326700_337995,"yeah sure sure either i'll talk to you are also send your text message or maybe even any mention the message or a few details in a fence or uh where it's good to have fun and stuff okay
","yeah sure sure i'll talk to you are also send your text message or maybe even an emergency message with a few details and if you have a a where it's good to have fun and stuff okay
",,,[],[],[],yeah. sure sure. either i'll talk to you or i'll also send you a text message or maybe even an image in the message with a few details and a few hints where it's good to have fun and stuff. okay?,[],[],[]
de03M-kvjjzlfu--zn2yvi-19zxkdrnpexf91ceqvq_UDP-0_RTP_1_A_339370_344654,"okay well then take care nice talking to you see assume bye bye
","okay well then take care nice talking to you too you too bye bye
",,,[],[],[],okay. well then. take care. nice talking to you. see you soon. bye. bye.,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_020230_028325,"hi hi it's me it's hard for me i've been trying to call you sorry sorry uh uh yeah i just wanted to know how things are
","hi it's nice to meet me i've been trying to call your sorry sorry uh uh yeah i just wanted to know how things are
",,,[],[],[],hi. hi. it's me. hi it's me. hi it's me i've been trying to call you. sorry. sorry yeah i just wanted to know how things are.,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_034450_035255,"yeah
","yeah
",,,[],[],[],yeah?,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_047410_049305,"ah yeah
","uh yeah
",,,[],[],[],yeah.,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_051370_052405,"okay okay
","okay okay
",,,[],[],[],okay. okay.,[],[],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_054040_057115,"okay but you in germany now yes
","okay but you in germany now yes
",['germany'],['germany'],[],['germany'],[],okay. but you're in germany now yes?,[],['germany'],[]
de03M-kvjlmcgx--zn2yv4-19zxkdrnrvolh1c62w6_UDP-0_RTP_1_B_058180_071974,"oh okay okay great okay cool cool no sorry sorry i missed that call 'em so yeah definitely i'd be interested to meat absolutely absolutely and uh of course it's always better to talk about these things in person
","oh okay okay great a cool cool no sorry sorry i missed that call 'em so yeah definitely i'd be interested to meet absolutely absolutely and uh of course it's always better to talk about these things in person
",,,[],[],[],okay okay. great hey cool. cool. no. that's. sorry. sorry. missed that call so yeah definitely. i'd be interested to meet. absolutely. absolutely. and of course it's always better to talk about these things in person.,[],[],[]
